Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,City,State,Country/Region,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
324,ID-2018-59384,2018-08-11,2018-08-17,Standard Class,LP-17080,Liz Pelletier,Consumer,Jakarta,Jakarta,Indonesia,Southeast Asia,OFF-ST-10003141,Office Supplies,Storage,"Fellowes Trays, Industrial",192.1284,4,0.17,4.5684
325,ID-2018-59384,2018-08-11,2018-08-17,Standard Class,LP-17080,Liz Pelletier,Consumer,Jakarta,Jakarta,Indonesia,Southeast Asia,FUR-CH-10002213,Furniture,Chairs,"Hon Executive Leather Armchair, Black",1001.1366,3,0.27,-233.2134
326,IN-2020-54211,2020-01-17,2020-01-21,Standard Class,KB-16315,Karl Braun,Consumer,Bekasi,Jawa Barat,Indonesia,Southeast Asia,OFF-BI-10004869,Office Supplies,Binders,"Avery 3-Hole Punch, Recycled",93.7236,4,0.17,34.9236
327,IN-2020-54211,2020-01-17,2020-01-21,Standard Class,KB-16315,Karl Braun,Consumer,Bekasi,Jawa Barat,Indonesia,Southeast Asia,OFF-AR-10000762,Office Supplies,Art,"BIC Pens, Water Color",50.9832,4,0.27,-1.4568
328,IN-2018-11028,2018-11-24,2018-11-29,Standard Class,LC-16885,Lena Creighton,Consumer,Shantou,Guangdong,China,North Asia,OFF-BI-10004868,Office Supplies,Binders,"Wilson Jones Hole Reinforcements, Durable",18.09,3,0,0.54
329,IN-2018-11028,2018-11-24,2018-11-29,Standard Class,LC-16885,Lena Creighton,Consumer,Shantou,Guangdong,China,North Asia,OFF-AR-10002797,Office Supplies,Art,"Sanford Highlighters, Blue",47.25,3,0,14.13
330,IN-2020-78991,2020-11-27,2020-11-29,Second Class,JF-15355,Jay Fein,Consumer,Lucknow,Uttar Pradesh,India,Central Asia,OFF-BI-10003340,Office Supplies,Binders,"Acco Index Tab, Durable",26.82,3,0,6.12
331,IN-2017-47533,2017-05-27,2017-06-02,Standard Class,BD-11770,Bryan Davis,Consumer,Chennai,Tamil Nadu,India,Central Asia,OFF-SU-10001709,Office Supplies,Supplies,"Kleencut Scissors, High Speed",44.58,2,0,19.14
332,IN-2017-19330,2017-01-08,2017-01-12,Second Class,NF-18595,Nicole Fjeld,Home Office,Kunming,Yunnan,China,North Asia,TEC-MA-10002468,Technology,Machines,"Panasonic Inkjet, White",2173.5,7,0,260.82
333,ID-2018-33743,2018-06-30,2018-07-07,Standard Class,JF-15190,Jamie Frazer,Consumer,Palembang,Sumatera Selatan,Indonesia,Southeast Asia,FUR-FU-10003451,Furniture,Furnishings,"Eldon Frame, Black",84.8625,1,0.27,-22.0875
334,ID-2018-33743,2018-06-30,2018-07-07,Standard Class,JF-15190,Jamie Frazer,Consumer,Palembang,Sumatera Selatan,Indonesia,Southeast Asia,OFF-ST-10002066,Office Supplies,Storage,"Smead File Cart, Blue",529.0005,5,0.17,76.4505
335,ID-2017-45804,2017-11-24,2017-11-29,Standard Class,PG-18820,Patrick Gardner,Consumer,Pontianak,Kalimantan Barat,Indonesia,Southeast Asia,OFF-SU-10003221,Office Supplies,Supplies,"Acme Trimmer, Easy Grip",97.944,4,0.47,-75.816
336,ID-2017-45804,2017-11-24,2017-11-29,Standard Class,PG-18820,Patrick Gardner,Consumer,Pontianak,Kalimantan Barat,Indonesia,Southeast Asia,FUR-CH-10001138,Furniture,Chairs,"Office Star Swivel Stool, Black",250.4046,2,0.27,47.9646
337,IN-2020-59650,2020-11-03,2020-11-05,First Class,AW-10930,Arthur Wiediger,Home Office,Guwahati,Assam,India,Central Asia,OFF-BI-10002853,Office Supplies,Binders,"Avery Binder Covers, Recycled",22.86,2,0,10.74
338,ID-2019-69534,2019-10-23,2019-10-25,Second Class,DB-13210,Dean Braden,Consumer,Hobart,Tasmania,Australia,Oceania,FUR-CH-10000351,Furniture,Chairs,"Novimex Chairmat, Set of Two",70.308,2,0.4,-3.552
339,ID-2019-69534,2019-10-23,2019-10-25,Second Class,DB-13210,Dean Braden,Consumer,Hobart,Tasmania,Australia,Oceania,OFF-SU-10003515,Office Supplies,Supplies,"Acme Shears, Serrated",55.944,2,0.4,-27.096
340,ID-2019-69534,2019-10-23,2019-10-25,Second Class,DB-13210,Dean Braden,Consumer,Hobart,Tasmania,Australia,Oceania,FUR-CH-10003354,Furniture,Chairs,"Novimex Bag Chairs, Black",78.354,3,0.4,-50.976
341,ID-2019-69534,2019-10-23,2019-10-25,Second Class,DB-13210,Dean Braden,Consumer,Hobart,Tasmania,Australia,Oceania,OFF-BI-10002558,Office Supplies,Binders,"Cardinal Binder Covers, Economy",36,5,0.4,-18
342,ID-2019-69534,2019-10-23,2019-10-25,Second Class,DB-13210,Dean Braden,Consumer,Hobart,Tasmania,Australia,Oceania,TEC-CO-10003448,Technology,Copiers,"Canon Ink, Laser",264.87,3,0.4,26.46
343,IN-2019-34835,2019-06-05,2019-06-07,First Class,VM-21685,Valerie Mitchum,Home Office,Dhaka,Dhaka,Bangladesh,Central Asia,OFF-LA-10000624,Office Supplies,Labels,"Hon File Folder Labels, 5000 Label Set",54.18,6,0,19.98
344,IN-2019-38405,2019-02-13,2019-02-18,Standard Class,NM-18520,Neoma Murray,Consumer,Kowloon,Hong Kong SAR,Hong Kong SAR,North Asia,FUR-FU-10003658,Furniture,Furnishings,"Tenex Light Bulb, Duo Pack",56.97,3,0,5.04
345,IN-2019-38405,2019-02-13,2019-02-18,Standard Class,NM-18520,Neoma Murray,Consumer,Kowloon,Hong Kong SAR,Hong Kong SAR,North Asia,OFF-BI-10000389,Office Supplies,Binders,"Ibico Binding Machine, Clear",407.04,8,0,0
346,IN-2019-38405,2019-02-13,2019-02-18,Standard Class,NM-18520,Neoma Murray,Consumer,Kowloon,Hong Kong SAR,Hong Kong SAR,North Asia,OFF-BI-10004666,Office Supplies,Binders,"Wilson Jones Binding Machine, Durable",100.92,2,0,45.36
347,IN-2019-38405,2019-02-13,2019-02-18,Standard Class,NM-18520,Neoma Murray,Consumer,Kowloon,Hong Kong SAR,Hong Kong SAR,North Asia,FUR-BO-10003783,Furniture,Bookcases,"Dania Library with Doors, Pine",1091.25,3,0,196.38
348,IN-2019-41667,2019-05-01,2019-05-05,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,Shaoxing,Zhejiang,China,North Asia,TEC-CO-10003496,Technology,Copiers,"Brother Wireless Fax, Digital",756.9,2,0,370.86
349,IN-2019-41667,2019-05-01,2019-05-05,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,Shaoxing,Zhejiang,China,North Asia,OFF-AP-10002128,Office Supplies,Appliances,"Breville Toaster, White",224.55,3,0,112.23
350,ID-2020-37768,2020-03-22,2020-03-24,First Class,SG-20890,Susan Gilcrest,Corporate,Multan,Punjab,Pakistan,Central Asia,TEC-PH-10002570,Technology,Phones,"Samsung Headset, Full Size",260.715,7,0.5,-177.345
351,ID-2017-50802,2017-04-10,2017-04-10,Same Day,CM-12715,Craig Molinari,Corporate,Seoul,Seoul,South Korea,North Asia,OFF-ST-10000622,Office Supplies,Storage,"Rogers File Cart, Single Width",71.04,1,0.5,-59.7
352,ID-2017-50802,2017-04-10,2017-04-10,Same Day,CM-12715,Craig Molinari,Corporate,Seoul,Seoul,South Korea,North Asia,OFF-EN-10000539,Office Supplies,Envelopes,"Ames Clasp Envelope, with clear poly window",16.11,3,0.5,-15.48
353,ID-2017-50802,2017-04-10,2017-04-10,Same Day,CM-12715,Craig Molinari,Corporate,Seoul,Seoul,South Korea,North Asia,OFF-EN-10001162,Office Supplies,Envelopes,"GlobeWeis Mailers, Set of 50",57.825,3,0.5,-8.145
354,ID-2020-43403,2020-07-17,2020-07-22,Standard Class,JW-15955,Joni Wasserman,Consumer,Marikina,Metro Manila,Philippines,Southeast Asia,OFF-SU-10002543,Office Supplies,Supplies,"Stiletto Scissors, Easy Grip",41.6295,3,0.45,-29.5605
355,ID-2020-43403,2020-07-17,2020-07-22,Standard Class,JW-15955,Joni Wasserman,Consumer,Marikina,Metro Manila,Philippines,Southeast Asia,OFF-LA-10002020,Office Supplies,Labels,"Novimex Color Coded Labels, 5000 Label Set",56.364,8,0.45,-22.596
356,IN-2020-67119,2020-11-07,2020-11-10,First Class,AR-10570,Anemone Ratner,Consumer,Manila,Metro Manila,Philippines,Southeast Asia,OFF-BI-10001904,Office Supplies,Binders,"Cardinal Binder Covers, Durable",34.425,3,0.15,13.725
357,IN-2020-67119,2020-11-07,2020-11-10,First Class,AR-10570,Anemone Ratner,Consumer,Manila,Metro Manila,Philippines,Southeast Asia,OFF-FA-10001375,Office Supplies,Fasteners,"Accos Clamps, 12 Pack",31.0365,3,0.45,-20.8935
358,ID-2020-29914,2020-01-14,2020-01-19,Standard Class,JS-16030,Joy Smith,Consumer,Manila,Metro Manila,Philippines,Southeast Asia,OFF-FA-10001925,Office Supplies,Fasteners,"Advantus Staples, 12 Pack",11.319,2,0.45,-4.161
359,ID-2019-35080,2019-05-18,2019-05-22,Standard Class,RD-19720,Roger Demir,Consumer,Nowra,New South Wales,Australia,Oceania,TEC-MA-10003492,Technology,Machines,"Okidata Printer, Wireless",1208.25,5,0.1,-80.55
360,ID-2019-35080,2019-05-18,2019-05-22,Standard Class,RD-19720,Roger Demir,Consumer,Nowra,New South Wales,Australia,Oceania,OFF-BI-10002278,Office Supplies,Binders,"Ibico Binder Covers, Economy",24.57,2,0.1,4.59
361,IN-2020-18252,2020-01-10,2020-01-15,Standard Class,AS-10225,Alan Schoenberger,Corporate,Xianyang,Shaanxi,China,North Asia,OFF-LA-10001548,Office Supplies,Labels,"Avery Shipping Labels, Adjustable",48.75,5,0,11.7
362,ID-2019-17097,2019-12-18,2019-12-23,Second Class,EP-13915,Emily Phan,Consumer,Manila,Metro Manila,Philippines,Southeast Asia,TEC-PH-10002806,Technology,Phones,"Apple Audio Dock, VoIP",626.175,5,0.25,-16.725
363,ID-2019-17097,2019-12-18,2019-12-23,Second Class,EP-13915,Emily Phan,Consumer,Manila,Metro Manila,Philippines,Southeast Asia,OFF-LA-10002939,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, 5000 Label Set",12.474,2,0.45,-5.226
364,ID-2019-17097,2019-12-18,2019-12-23,Second Class,EP-13915,Emily Phan,Consumer,Manila,Metro Manila,Philippines,Southeast Asia,OFF-FA-10000248,Office Supplies,Fasteners,"Stockwell Rubber Bands, Assorted Sizes",15.378,2,0.45,1.398
365,ID-2019-17097,2019-12-18,2019-12-23,Second Class,EP-13915,Emily Phan,Consumer,Manila,Metro Manila,Philippines,Southeast Asia,OFF-EN-10004550,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, Recycled",76.923,3,0.45,-18.207
366,IN-2020-21731,2020-08-22,2020-08-24,First Class,CS-12175,Charles Sheldon,Corporate,Dhaka,Dhaka,Bangladesh,Central Asia,FUR-BO-10001501,Furniture,Bookcases,"Bush Classic Bookcase, Metal",1236.42,3,0,531.63
367,IN-2020-21731,2020-08-22,2020-08-24,First Class,CS-12175,Charles Sheldon,Corporate,Dhaka,Dhaka,Bangladesh,Central Asia,OFF-BI-10000006,Office Supplies,Binders,"Ibico Binder, Durable",135.84,8,0,28.32
368,IN-2020-21731,2020-08-22,2020-08-24,First Class,CS-12175,Charles Sheldon,Corporate,Dhaka,Dhaka,Bangladesh,Central Asia,FUR-CH-10000994,Furniture,Chairs,"Harbour Creations Rocking Chair, Black",1012.62,7,0,171.99
369,IN-2020-56570,2020-11-17,2020-11-23,Standard Class,BM-11575,Brendan Murry,Corporate,Fuzhou,Fujian,China,North Asia,OFF-AR-10000242,Office Supplies,Art,"BIC Pencil Sharpener, Blue",87.03,3,0,15.66
370,IN-2017-72614,2017-06-21,2017-06-23,Second Class,PJ-18835,Patrick Jones,Corporate,Xiangtan,Hunan,China,North Asia,OFF-AR-10001952,Office Supplies,Art,"BIC Canvas, Easy-Erase",161.91,3,0,43.65
371,IN-2017-72614,2017-06-21,2017-06-23,Second Class,PJ-18835,Patrick Jones,Corporate,Xiangtan,Hunan,China,North Asia,FUR-CH-10001477,Furniture,Chairs,"Novimex Chairmat, Black",377.37,7,0,162.12
372,IN-2017-37012,2017-09-24,2017-09-24,Same Day,FM-14290,Frank Merwin,Home Office,Melbourne,Victoria,Australia,Oceania,TEC-MA-10003624,Technology,Machines,"StarTech Inkjet, Wireless",543.186,2,0.1,217.266
373,ID-2019-10909,2019-11-22,2019-11-26,Standard Class,CP-12340,Christine Phan,Corporate,Multan,Punjab,Pakistan,Central Asia,OFF-BI-10002301,Office Supplies,Binders,"Cardinal Hole Reinforcements, Economy",8.01,3,0.5,-2.43
374,ID-2019-10909,2019-11-22,2019-11-26,Standard Class,CP-12340,Christine Phan,Corporate,Multan,Punjab,Pakistan,Central Asia,FUR-BO-10003301,Furniture,Bookcases,"Dania Floating Shelf Set, Metal",405.144,3,0.2,-0.036
375,IN-2020-41422,2020-05-31,2020-06-02,First Class,HG-14965,Henry Goldwyn,Corporate,Koshigaya,Saitama,Japan,North Asia,TEC-AC-10001312,Technology,Accessories,"Logitech Numeric Keypad, Erganomic",132.39,3,0,42.3
376,IN-2020-41422,2020-05-31,2020-06-02,First Class,HG-14965,Henry Goldwyn,Corporate,Koshigaya,Saitama,Japan,North Asia,OFF-FA-10002177,Office Supplies,Fasteners,"OIC Clamps, Metal",39.78,2,0,3.18
377,IN-2020-41422,2020-05-31,2020-06-02,First Class,HG-14965,Henry Goldwyn,Corporate,Koshigaya,Saitama,Japan,North Asia,OFF-ST-10002161,Office Supplies,Storage,"Tenex Trays, Single Width",325.44,6,0,136.62
378,IN-2020-41422,2020-05-31,2020-06-02,First Class,HG-14965,Henry Goldwyn,Corporate,Koshigaya,Saitama,Japan,North Asia,FUR-CH-10003009,Furniture,Chairs,"Novimex Swivel Stool, Adjustable",1001.7,6,0,250.38
379,IN-2017-19351,2017-06-18,2017-06-20,First Class,BW-11110,Bart Watters,Corporate,Beijing,Beijing,China,North Asia,OFF-LA-10000506,Office Supplies,Labels,"Harbour Creations Legal Exhibit Labels, Laser Printer Compatible",43.8,4,0,12.6
380,IN-2017-19351,2017-06-18,2017-06-20,First Class,BW-11110,Bart Watters,Corporate,Beijing,Beijing,China,North Asia,FUR-TA-10001889,Furniture,Tables,"Bevis Conference Table, Fully Assembled",3238.305,5,0.3,-740.295
381,IN-2017-79950,2017-11-01,2017-11-03,Second Class,DJ-13630,Doug Jacobs,Consumer,Changchun,Jilin,China,North Asia,OFF-BI-10003397,Office Supplies,Binders,"Acco Hole Reinforcements, Clear",12.24,2,0,5.1
382,IN-2018-41107,2018-06-22,2018-06-24,Second Class,BT-11680,Brian Thompson,Consumer,Ho Chi Minh City,Ho Chí Minh City,Vietnam,Southeast Asia,FUR-CH-10004694,Furniture,Chairs,"Office Star Rocking Chair, Black",303.2712,3,0.27,37.3212
383,IN-2020-61015,2020-03-03,2020-03-07,Standard Class,EA-14035,Erin Ashbrook,Corporate,Melbourne,Victoria,Australia,Oceania,OFF-BI-10000854,Office Supplies,Binders,"Acco Binder Covers, Economy",59.94,5,0.1,3.24
384,IN-2019-22746,2019-08-15,2019-08-17,Second Class,GH-14410,Gary Hansen,Home Office,Faridabad,Haryana,India,Central Asia,TEC-MA-10002155,Technology,Machines,"Panasonic Receipt Printer, Durable",363.06,3,0,32.67
9035,IN-2017-61582,2017-11-13,2017-11-15,Second Class,AS-10045,Aaron Smayling,Corporate,Singapore,Downtown Core,Singapore,Southeast Asia,OFF-PA-10002811,Office Supplies,Paper,"Green Bar Message Books, 8.5 x 11",251.37,9,0,27.54
1093,ID-2017-28752,2017-01-07,2017-01-12,Standard Class,AB-10060,Adam Bellavance,Home Office,Singapore,Downtown Core,Singapore,Southeast Asia,OFF-LA-10002875,Office Supplies,Labels,"Novimex Shipping Labels, Adjustable",17.76,2,0,5.46
387,IN-2020-53532,2020-01-30,2020-01-30,Same Day,TS-21205,Thomas Seio,Corporate,Yichun,Jiangxi,China,North Asia,OFF-BI-10003166,Office Supplies,Binders,"Cardinal Hole Reinforcements, Durable",20.52,3,0,6.75
388,IN-2020-68127,2020-06-30,2020-07-04,Standard Class,RH-19600,Rob Haberlin,Consumer,Yangon,Yangon,Myanmar (Burma),Southeast Asia,FUR-BO-10001668,Furniture,Bookcases,"Ikea Floating Shelf Set, Pine",216.3294,2,0.37,-113.3706
389,IN-2018-38552,2018-05-10,2018-05-15,Standard Class,GM-14680,Greg Matthias,Consumer,Melbourne,Victoria,Australia,Oceania,OFF-ST-10003141,Office Supplies,Storage,"Fellowes Trays, Industrial",104.166,2,0.1,10.386
390,IN-2018-38552,2018-05-10,2018-05-15,Standard Class,GM-14680,Greg Matthias,Consumer,Melbourne,Victoria,Australia,Oceania,FUR-FU-10003918,Furniture,Furnishings,"Advantus Photo Frame, Black",286.092,6,0.1,104.832
391,IN-2020-58460,2020-12-13,2020-12-19,Standard Class,BT-11680,Brian Thompson,Consumer,Ube,Yamaguchi,Japan,North Asia,OFF-AP-10000675,Office Supplies,Appliances,"Hamilton Beach Stove, White",3242.88,6,0,421.56
392,IN-2020-58460,2020-12-13,2020-12-19,Standard Class,BT-11680,Brian Thompson,Consumer,Ube,Yamaguchi,Japan,North Asia,OFF-SU-10003473,Office Supplies,Supplies,"Elite Trimmer, Steel",123.21,3,0,49.23
393,IN-2020-58460,2020-12-13,2020-12-19,Standard Class,BT-11680,Brian Thompson,Consumer,Ube,Yamaguchi,Japan,North Asia,FUR-BO-10001598,Furniture,Bookcases,"Bush Corner Shelving, Pine",1002.72,8,0,451.2
394,IN-2019-27226,2019-09-28,2019-10-01,Second Class,MS-17830,Melanie Seite,Consumer,Perth,Western Australia,Australia,Oceania,OFF-ST-10004841,Office Supplies,Storage,"Eldon Box, Blue",46.17,5,0.1,12.27
395,IN-2019-27226,2019-09-28,2019-10-01,Second Class,MS-17830,Melanie Seite,Consumer,Perth,Western Australia,Australia,Oceania,TEC-AC-10002221,Technology,Accessories,"Memorex Mouse, Bluetooth",25.353,1,0.1,0.543
396,IN-2020-48359,2020-06-09,2020-06-09,Same Day,PF-19165,Philip Fox,Consumer,Hobart,Tasmania,Australia,Oceania,OFF-ST-10000752,Office Supplies,Storage,"Fellowes File Cart, Wire Frame",327.312,4,0.4,5.352
397,IN-2017-62982,2017-03-31,2017-04-02,Second Class,VG-21790,Vivek Gonzalez,Consumer,Durgapur,West Bengal,India,Central Asia,TEC-AC-10001835,Technology,Accessories,"Belkin Mouse, Programmable",126.63,3,0,17.64
398,IN-2018-25203,2018-09-06,2018-09-11,Standard Class,PS-18760,Pamela Stobb,Consumer,Sydney,New South Wales,Australia,Oceania,OFF-PA-10004968,Office Supplies,Paper,"Enermax Computer Printout Paper, Multicolor",80.676,3,0.1,12.546
399,IN-2018-67084,2018-06-26,2018-06-26,Same Day,MV-18190,Mike Vittorini,Consumer,Ezhou,Hubei,China,North Asia,TEC-AC-10000420,Technology,Accessories,"Belkin Router, USB",1035.84,4,0,455.76
400,IN-2020-78256,2020-09-20,2020-09-23,Second Class,EH-14125,Eugene Hildebrand,Home Office,Melbourne,Victoria,Australia,Oceania,OFF-LA-10003435,Office Supplies,Labels,"Harbour Creations File Folder Labels, Laser Printer Compatible",15.714,2,0.1,4.314
401,ID-2020-75533,2020-06-17,2020-06-22,Standard Class,SV-20935,Susan Vittorini,Consumer,Rockhampton,Queensland,Australia,Oceania,TEC-CO-10001410,Technology,Copiers,"Canon Personal Copier, High-Speed",380.538,3,0.1,-29.682
402,ID-2020-75533,2020-06-17,2020-06-22,Standard Class,SV-20935,Susan Vittorini,Consumer,Rockhampton,Queensland,Australia,Oceania,OFF-ST-10003306,Office Supplies,Storage,"Eldon File Cart, Single Width",462.132,4,0.1,-0.108
403,ID-2020-75533,2020-06-17,2020-06-22,Standard Class,SV-20935,Susan Vittorini,Consumer,Rockhampton,Queensland,Australia,Oceania,OFF-BI-10002329,Office Supplies,Binders,"Avery 3-Hole Punch, Durable",52.866,2,0.1,23.466
404,ID-2020-75533,2020-06-17,2020-06-22,Standard Class,SV-20935,Susan Vittorini,Consumer,Rockhampton,Queensland,Australia,Oceania,FUR-CH-10002626,Furniture,Chairs,"Hon Steel Folding Chair, Adjustable",226.557,3,0.1,98.127
405,IN-2019-57641,2019-09-26,2019-09-30,Second Class,TC-21295,Toby Carlisle,Consumer,Fushun,Liaoning,China,North Asia,OFF-AR-10001602,Office Supplies,Art,"Sanford Canvas, Water Color",53.7,1,0,17.7
406,IN-2019-57641,2019-09-26,2019-09-30,Second Class,TC-21295,Toby Carlisle,Consumer,Fushun,Liaoning,China,North Asia,TEC-AC-10001348,Technology,Accessories,"Logitech Router, Bluetooth",741.96,3,0,7.38
407,IN-2020-32637,2020-12-25,2020-12-27,Second Class,MO-17800,Meg O'Connel,Home Office,Geraldton,Western Australia,Australia,Oceania,FUR-CH-10001204,Furniture,Chairs,"Harbour Creations Steel Folding Chair, Red",88.101,1,0.1,28.371
408,IN-2017-67840,2017-08-03,2017-08-08,Standard Class,VG-21805,Vivek Grady,Corporate,Surat,Gujarat,India,Central Asia,OFF-SU-10000866,Office Supplies,Supplies,"Elite Trimmer, Serrated",115.11,3,0,13.77
409,IN-2017-67840,2017-08-03,2017-08-08,Standard Class,VG-21805,Vivek Grady,Corporate,Surat,Gujarat,India,Central Asia,FUR-CH-10000660,Furniture,Chairs,"Novimex Executive Leather Armchair, Adjustable",911.04,2,0,282.42
411,ID-2018-24048,2018-11-21,2018-11-27,Standard Class,JM-15265,Janet Molinari,Corporate,Geelong,Victoria,Australia,Oceania,TEC-CO-10002674,Technology,Copiers,"Sharp Fax and Copier, High-Speed",450.36,3,0.1,-20.07
412,ID-2018-24048,2018-11-21,2018-11-27,Standard Class,JM-15265,Janet Molinari,Corporate,Geelong,Victoria,Australia,Oceania,TEC-PH-10000303,Technology,Phones,"Samsung Smart Phone, VoIP",572.616,1,0.1,203.586
413,ID-2018-24048,2018-11-21,2018-11-27,Standard Class,JM-15265,Janet Molinari,Corporate,Geelong,Victoria,Australia,Oceania,OFF-SU-10001573,Office Supplies,Supplies,"Kleencut Shears, Serrated",78.246,2,0.1,-3.534
414,ID-2018-24048,2018-11-21,2018-11-27,Standard Class,JM-15265,Janet Molinari,Corporate,Geelong,Victoria,Australia,Oceania,OFF-AP-10002186,Office Supplies,Appliances,"KitchenAid Toaster, Red",230.364,3,0.1,-5.166
415,ID-2018-24048,2018-11-21,2018-11-27,Standard Class,JM-15265,Janet Molinari,Corporate,Geelong,Victoria,Australia,Oceania,OFF-SU-10001697,Office Supplies,Supplies,"Fiskars Scissors, Easy Grip",133.812,6,0.1,28.152
416,IN-2018-52223,2018-06-06,2018-06-10,Standard Class,ST-20530,Shui Tom,Consumer,Medan,Sumatera Utara,Indonesia,Southeast Asia,TEC-CO-10002376,Technology,Copiers,"Hewlett Fax Machine, Laser",1487.628,5,0.07,655.728
417,IN-2018-52223,2018-06-06,2018-06-10,Standard Class,ST-20530,Shui Tom,Consumer,Medan,Sumatera Utara,Indonesia,Southeast Asia,OFF-AR-10004900,Office Supplies,Art,"Boston Canvas, Easy-Erase",196.7715,5,0.27,-21.6285
418,IN-2018-54351,2018-08-30,2018-09-04,Standard Class,TS-21340,Toby Swindell,Consumer,Shantou,Guangdong,China,North Asia,OFF-ST-10002395,Office Supplies,Storage,"Rogers Lockers, Single Width",634.95,3,0,279.36
419,IN-2018-54351,2018-08-30,2018-09-04,Standard Class,TS-21340,Toby Swindell,Consumer,Shantou,Guangdong,China,North Asia,OFF-FA-10000038,Office Supplies,Fasteners,"Stockwell Clamps, Assorted Sizes",16.68,1,0,7.5
420,IN-2018-54351,2018-08-30,2018-09-04,Standard Class,TS-21340,Toby Swindell,Consumer,Shantou,Guangdong,China,North Asia,OFF-BI-10004334,Office Supplies,Binders,"Avery Hole Reinforcements, Durable",41.37,7,0,6.93
421,IN-2020-48611,2020-08-13,2020-08-18,Standard Class,SC-20380,Shahid Collister,Consumer,Mianyang,Sichuan,China,North Asia,TEC-CO-10003951,Technology,Copiers,"HP Copy Machine, High-Speed",1218.45,5,0,268.05
422,IN-2020-48611,2020-08-13,2020-08-18,Standard Class,SC-20380,Shahid Collister,Consumer,Mianyang,Sichuan,China,North Asia,OFF-LA-10000471,Office Supplies,Labels,"Smead Shipping Labels, 5000 Label Set",84,7,0,37.8
423,IN-2020-48611,2020-08-13,2020-08-18,Standard Class,SC-20380,Shahid Collister,Consumer,Mianyang,Sichuan,China,North Asia,OFF-LA-10003396,Office Supplies,Labels,"Avery Color Coded Labels, Laser Printer Compatible",39.87,3,0,8.73
424,IN-2020-48611,2020-08-13,2020-08-18,Standard Class,SC-20380,Shahid Collister,Consumer,Mianyang,Sichuan,China,North Asia,OFF-SU-10000997,Office Supplies,Supplies,"Fiskars Shears, Easy Grip",344.82,7,0,72.24
425,ID-2019-12540,2019-06-04,2019-06-05,First Class,KW-16570,Kelly Williams,Consumer,Brisbane,Queensland,Australia,Oceania,OFF-FA-10001045,Office Supplies,Fasteners,"Stockwell Staples, 12 Pack",17.712,2,0.1,-0.408
426,IN-2020-41891,2020-03-07,2020-03-11,Standard Class,TG-21310,Toby Gnade,Consumer,Durgapur,West Bengal,India,Central Asia,OFF-PA-10001818,Office Supplies,Paper,"Green Bar Note Cards, Multicolor",169.65,5,0,39
427,IN-2018-70472,2018-07-13,2018-07-17,Standard Class,SA-20830,Sue Ann Reed,Consumer,Kanpur,Uttar Pradesh,India,Central Asia,OFF-FA-10003980,Office Supplies,Fasteners,"OIC Paper Clips, Metal",58.2,4,0,4.56
428,IN-2018-27975,2018-01-17,2018-01-22,Standard Class,PB-19150,Philip Brown,Consumer,Shanghai,Shanghai,China,North Asia,TEC-PH-10003062,Technology,Phones,"Apple Audio Dock, Full Size",168.18,1,0,58.86
429,IN-2018-27975,2018-01-17,2018-01-22,Standard Class,PB-19150,Philip Brown,Consumer,Shanghai,Shanghai,China,North Asia,TEC-CO-10002379,Technology,Copiers,"Canon Copy Machine, Digital",785.34,3,0,94.23
430,IN-2018-27975,2018-01-17,2018-01-22,Standard Class,PB-19150,Philip Brown,Consumer,Shanghai,Shanghai,China,North Asia,TEC-PH-10004221,Technology,Phones,"Samsung Speaker Phone, Cordless",504.36,4,0,201.72
431,IN-2018-27975,2018-01-17,2018-01-22,Standard Class,PB-19150,Philip Brown,Consumer,Shanghai,Shanghai,China,North Asia,OFF-PA-10004115,Office Supplies,Paper,"Green Bar Computer Printout Paper, 8.5 x 11",67.8,2,0,17.58
432,ID-2020-79313,2020-04-05,2020-04-10,Standard Class,WB-21850,William Brown,Consumer,Denpasar,Bali,Indonesia,Southeast Asia,FUR-FU-10004730,Furniture,Furnishings,"Rubbermaid Light Bulb, Erganomic",25.4916,2,0.27,-8.4084
433,IN-2018-65397,2018-11-30,2018-12-04,Standard Class,AT-10435,Alyssa Tate,Home Office,Bellary,Karnataka,India,Central Asia,TEC-AC-10002455,Technology,Accessories,"Logitech Flash Drive, Programmable",32.01,1,0,10.23
434,IN-2020-26953,2020-10-24,2020-10-27,First Class,JG-15115,Jack Garza,Consumer,Kabul,Kabul,Afghanistan,Central Asia,OFF-AR-10001965,Office Supplies,Art,"BIC Markers, Easy-Erase",160.2,6,0,35.1
435,IN-2017-57956,2017-10-20,2017-10-23,Second Class,SS-20515,Shirley Schmidt,Home Office,Yuncheng,Shanxi,China,North Asia,OFF-BI-10003025,Office Supplies,Binders,"Cardinal Binding Machine, Durable",102.54,2,0,18.42
436,IN-2017-22585,2017-08-21,2017-08-24,Second Class,VP-21730,Victor Preis,Home Office,Hapur,Uttar Pradesh,India,Central Asia,OFF-ST-10004583,Office Supplies,Storage,"Eldon Shelving, Single Width",145.35,3,0,7.2
